관광지번호,관광지명,전화번호,소분류,지역코드,주소
L3575,속초 등대전망대,033-633-3406,등대,J06,강원도 속초시 영금정로5길 8-28 영랑동
L3576,설악 워터피아,033-630-5800,워터파크,J06,강원도 속초시 미시령로2983번길 88 장사동
L3577,장사사진마을 [해양수산부 선정 아름다운 어촌],033-632-9796,어촌,J06,강원도 속초시 장사항해안길 58 장사동
L3578,장사항,033-639-2690,항구/포구,J06,강원도 속초시 장사항해안길 56 장사동
L3579,화랑도체험관광단지,033-637-3400,전통체험,J06,강원도 속초시 영랑호반길 421 장사동
L3580,속초 엑스포타워,033-637-4504,기념탑/전망대,J06,강원도 속초시 엑스포로 72 조양동
L3581,속초 조양동 유적,033-639-2689,유적지,J06,강원도 속초시 선사로1길 16 조양동| 조양동주민센터 일대
L3582,속초엑스포유람선,033-631-1212,유람선/잠수함관광,J06,강원도 속초시 엑스포로 12-26 조양동
L3583,속초해변,033-639-2027,해수욕장,J06,강원 속초시 해오름로 190 조양동
L3584,청대산,033-639-2424,산,J06,강원도 속초시 청대로 207 조양동
L3585,아바이마을,NULL,어촌,J06,강원도 속초시 청호로 122 청호동
L3586,아바이마을 갯배,033-639-2365,이색체험,J06,강원도 속초시 청호로 122 청호동
L3587,설악 관광특구,033-249-2775,관광단지,J06,강원도 속초시 전체와 고성| 양양군 일부 지역
L3588,더 스파 인 가든파이브,02-404-2700,이색찜질방,A01,서울특별시 송파구 충민로 10 문정동
L3589,방이동 생태경관 보전지역,02-2147-3401,자연생태관광지,A01,서울특별시 송파구 동남로 397 방이동
L3590,서울 몽촌토성,02-410-1114,성,A01,서울특별시 송파구 올림픽로 424 올림픽공원내
L3591,서울 방이동 고분군,02-2147-2813,유적지,A01,서울특별시 송파구 방이동 산47-4 방이동
L3592,올림픽공원,NULL,공원,A01,서울특별시 송파구 올림픽로 424 방이동
L3593,서울 석촌동 고분군,02-2147-2813,유적지,A01,서울특별시 송파구 가락로11길 19-5 석촌동
L3594,신천 어린이교통공원,02-413-0004,테마공원,A01,서울특별시 송파구 올림픽로다길 33 신천동
L3595,신선경과 유인호 묘역,02-2147-2817,유적지,A01,서울특별시 송파구 중대로 256 오금동
L3596,오금공원,02-2147-3394,공원,A01,서울특별시 송파구 오금로 363 오금동
L3597,키자니아,1544-5110,이색체험,A01,서울특별시 송파구 올림픽로 240 잠실동
L3598,롯데월드,02-411-2000,테마공원,A01,서울특별시 송파구 올림픽로 240 잠실동
L3599,서울 삼전도비,02-2147-2817,유적지,A01,서울특별시 송파구 잠실로 148 잠실동
L3600,송파나루공원석촌호수,02-2147-3380,공원,A01,서울특별시 송파구 잠실로 180 / 삼학사로 136 잠실동
L3601,아시아공원,02-412-0270,공원,A01,서울특별시 송파구 올림픽로 44 잠실동
L3602,한강시민공원 잠실지구잠실한강공원,02-3780-0511,공원,A01,서울특별시 송파구 한가람로 65 잠실동
L3603,서울 풍납동 토성,2147-2800,성,A01,서울특별시 송파구 풍납1동 72-1번지 풍납동
L3604,올림픽대교,NULL,다리/대교,A01,서울 송파구 풍납동 ~광진구 구의동
L3605,잠실 관광특구,02-2147-2114,관광단지,A01,서울 송파구 잠실동| 신천동| 석촌동| 송파동| 방이동 일대
L3606,대구 고모령비,NULL,기념탑/전망대,C01,대구광역시 수성구 팔현길 241 만촌동
L3607,대구부수성비,053-666-2171,유적지,C01,대구광역시 수성구 팔현길 248 만촌동
L3608,독무재,053-666-2172,유적지,C01,대구광역시 수성구 화랑로42길 31 만촌동
L3609,모명재,NULL,유적지,C01,대구광역시 수성구 달구벌대로525길 14-21 만촌동
L3610,영남제일관,053-666-2171,성,C01,대구광역시 수성구 팔현길 248 만촌동
L3611,영영축성비,053-666-2171,유적지,C01,대구광역시 수성구 팔현길 248 만촌동
L3612,들안길먹거리타운,053-666-2171,이색거리,C01,대구광역시 수성구 들안로 109-1 상동 일대
L3613,봉산서원,NULL,유적지,C01,대구광역시 수성구 수성로12길 70 상동
L3614,수성유원지,053-666-2864,유원지,C01,대구광역시 수성구 청수로 용학로28길·파동로51길·청호로22길
L3615,이공제비 및 군수이후범선영세불망비,053-666-2171,유적지,C01,대구광역시 수성구 신천동로 117 상동
L3616,고산서당,053-666-2171,유적지,C01,대구광역시 수성구 성동로37길 39-3 성동
L3617,오천서원,NULL,유적지,C01,대구광역시 수성구 파동로2안길 20 파동
L3618,덕산서원,NULL,유적지,C01,대구광역시 수성구 청호로46길 5-3 황금동
L3619,청호서원,NULL,유적지,C01,대구광역시 수성구 청호로 250-11 황금동
L3620,광안리해변 테마거리,051-6104-2113,이색거리,B01,부산 수영구 광안2동
L3621,광안리해수욕장,051-6104-2113,해수욕장,B01,부산 수영구 광안2동
L3622,호텔아쿠아펠리스 스파&리조트,051-790-2300,스파,B01,부산광역시 수영구 광안해변로 225 광안동
L3623,금련산,051-610-4535,산,B01,부산 수영구 광안동 산59번지 일원
L3624,부산광안대교,NULL,다리/대교,B01,부산광역시 해운대구 수영강변대로 203 재송동
L3625,영주암부산,051-754-2210,사찰,B01,부산광역시 수영구 망미배산로76번나길 15 망미동
L3626,광안비치랜드,051-759-5959,유원지,B01,부산광역시 수영구 민락수변로 25 민락동
L3627,광안해수월드,051-754-2009,스파,B01,부산광역시 수영구 광안해변로370번길 7 민락동
L3628,민락수변공원,NULL,공원,B01,부산광역시 수영구 광안해변로 361
L3629,옥련선원,051-7579-0667,사찰,B01,부산광역시 수영구 광남로257번길 58 민락동
L3630,25의용단,2.51E+11,유적지,B01,부산광역시 수영구 연수로379번길 42 수영동
L3631,수영사적공원,NULL,테마공원,B01,부산광역시 수영구 수영성로 43 수영동
L3632,좌수영성지,051-752-2947,유적지,B01,부산광역시 수영구 망미동|광안동 일대 망미동|광안동 일대
L3633,화성열차,NULL,이색체험,I01,경기 수원시 팔달구 고등동 | 매향동
L3634,수원향교,031-245-7639,유적지,I01,경기도 수원시 팔달구 향교로 107-9 교동
L3635,수원온수골온천,031-221-4277,온천,I01,경기도 수원시 권선구 동수원로 232 권선동
L3636,수원사수원,031-2459-6702,사찰,I01,경기도 수원시 팔달구 수원천로 300 남수동
L3637,창룡문,031-228-4678,문,I01,경기도 수원시 팔달구 경수대로 697 지동
L3638,화성행궁,NULL,유적지,I01,경기도 수원시 팔달구 정조로 825 남창동
L3639,효원의 종·서장대,031-228-4669,유적지,I01,경기도 수원시 팔달구 정조로 825 남창동 팔달산 정상
L3640,연무대동장대,031-228-4686,유적지,I01,경기도 수원시 팔달구 창룡대로103번길 20 매향동
L3641,묘수사수원,031-255-3657,사찰,I01,경기도 수원시 팔달구 화서문로71번길 2-6 북수동
L3642,광교산,031-228-4574,산,I01,경기 수원시 장안구 상광교동 | 하광교동
L3643,수원 화령전,031-228-4677,유적지,I01,경기도 수원시 팔달구 신풍로23번길 15 신풍동
L3644,화홍문華虹門,031-251-4515,문,I01,경기도 수원시 팔달구 북수동 9000-1
L3645,풍미식품,031-296-8168,식음료,I01,경기도 수원시 권선구 매송고색로503번길 27 오목천동
L3646,봉녕사수원,031-256-4127,사찰,I01,경기도 수원시 팔달구 창룡대로 236-54 우만동
L3647,심온선생묘,031-228-3086,유적지,I01,경기도 수원시 영통구 이의동 산13-10 이의동
L3648,KBS 수원센터,NULL,기타,I01,경기도 수원시 팔달구 인계로 123 인계동
L3649,나혜석거리,031-228-2765,이색거리,I01,경기도 수원시 팔달구 인계동 인계동
L3650,수원 화성 [유네스코 세계문화유산],031-290-3600,성,I01,경기도 수원시 팔달구 정조로 910 장안동
L3651,월화원,031-228-4672,유적지,I01,경기도 수원시 팔달구 효원로307번길 26 인계동
L3652,인계예술공원,NULL,공원,I01,경기도 수원시 팔달구 동수원로 335 인계동
L3653,효원공원,NULL,공원,I01,경기도 수원시 팔달구 효원로307번길 26 인계동
L3654,장안문長安門,031-251-4513,문,I01,경기도 수원시 팔달구 정조로 910 장안동
L3655,화서문華西門,031-251-4513,문,I01,경기도 수원시 팔달구 장안동 334
L3656,청련암수원,031-255-1020,사찰,I01,경기도 수원시 장안구 수일로 335 조원동
L3657,노송지대수원,031-228-3086,자연생태관광지,I01,경기 수원시 장안구 파장동 | 정자동| 송죽동 일대
L3658,팔달문,NULL,문,I01,경기도 수원시 팔달구 정조로 780 팔달로2가
L3659,팔달사수원,031-256-7990,사찰,I01,경기도 수원시 팔달구 행궁로 68 팔달로3가
L3660,반딧불이화장실,031-228-2259,유명건물,I01,경기도 수원시 장안구 광교산로 166 하광교동
L3661,팔달공원,NULL,공원,I01,경기 수원시 팔달구 화서동 산1-1
L3662,강천산휴양농원,063-652-2552,관광농원,M12,전라북도 순창군 구림면 강천로 854-23
L3663,국립 회문산자연휴양림,063-653-4779,자연휴양림,M12,전라북도 순창군 구림면 안심길 249
L3664,만일사순창,063-653-5283,사찰,M12,전라북도 순창군 구림면 안심길 103-134 구림면
L3665,순창 고추장익는마을,063-653-7117,농.산.어촌 체험,M12,전라북도 순창군 구림면 산내길 38
L3666,회문산,063-650-5813,산,M12,전라북도 순창군 구림면 안심길 249 전북 임실군 덕치면 회문리| 일중리
L3667,구송정 유원지,063-650-5721,유원지,M12,전라북도 순창군 동계면 서호길 48-12 동계면 일대
L3668,구암정,063-650-1621,유적지,M12,전라북도 순창군 동계면 구미리 1028 동계면
L3669,순창 거북장수마을 [농촌전통테마],NULL,농.산.어촌 체험,M12,전라북도 순창군 동계면 귀미로 290 동계면
L3670,장군목유원지,NULL,계곡,M12,전라북도 순창군 동계면 장군목길 686-1 동계면 일대
L3671,가인 김병로 생가터,063-650-1674,생가,M12,전라북도 순창군 복흥면 하리길 160 복흥면
L3672,구암사순창,063-653-7641,사찰,M12,전라북도 순창군 복흥면 봉덕길 131-144 복흥면
L3673,낙덕정,063-650-1621,유적지,M12,전라북도 순창군 복흥면 상송리 49-1 복흥면
L3674,추령천,NULL,강,M12,전라북도 순창군 복흥면 정산리
L3675,화양관광농원,063-652-2345,관광농원,M12,전라북도 순창군 복흥면 화양리 109
L3676,귀래정순창,063-650-1621,유적지,M12,전라북도 순창군 순창읍 가남리 538-1 순창읍
L3677,대모암순창,063-653-3549,사찰,M12,전라북도 순창군 순창읍 장류로 197-22 순창읍
L3678,순창 남계리 석장승,063-650-1621,유적지,M12,전라북도 순창군 순창읍 장류로 407-11 순창읍
L3679,순창 충신리 석장승,063-650-1621,유적지,M12,전라북도 순창군 순창읍 장류로 407-11 순창읍
L3680,순창고추장민속마을,063-653-0277,민속마을,M12,전라북도 순창군 순창읍 백야길 29 순창읍
L3681,순창장류체험관,063-650-5432,전통체험,M12,전라북도 순창군 순창읍 민속마을길 55 순창읍
L3682,순창전통고추장마을,063-653-0703,민속마을,M12,전북 순창 순창읍 민속마을길 5-13
L3683,순창향교,063-650-1621,유적지,M12,전라북도 순창군 순창읍 교성1길 13 순창읍
L3684,순평사금동여래좌상,NULL,유적지,M12,전라북도 순창군 순창읍 금산로 66 순창읍
L3685,순화리삼층석탑,NULL,유적지,M12,전라북도 순창군 순창읍 장류로 295-11 순창읍
L3686,실상암,063-650-3384,사찰,M12,전라북도 순창군 순창읍 금산로 56 순창읍
L3687,홀어머니산성,063-650-1621,유적지,M12,전라북도 순창군 순창읍 백산리 산55 순창읍
L3688,국사봉순창,063-650-5791,산,M12,전라북도 순창군 쌍치면 국사봉로 308-75 쌍치면 일대
L3689,영광정,063-650-1623,유적지,M12,전북 순창군 쌍치면 둔전리 산 6
L3690,훈몽재 유지,063-650-1623,유적지,M12,전라북도 순창군 쌍치면 둔전2길 83 쌍치면
L3691,석산리 마애여래좌상,063-650-1623,유적지,M12,전라북도 순창군 적성면
L3692,어은정,063-650-1621,유적지,M12,전라북도 순창군 적성면 평남길 107-32 적성면
L3693,채계산,063-650-5881,산,M12,전라북도 순창군 적성면 담순로 2172-33 적성면
L3694,강천사 모과나무,063-652-5420,희귀동.식물,M12,전라북도 순창군 팔덕면 강천산길 270 팔덕면 부근
L3695,강천사순창,063-652-5420,사찰,M12,전라북도 순창군 팔덕면 강천산길 270 팔덕면
L3696,강천사계곡,063-650-1533,계곡,M12,전북 순창군 팔덕면 청계리
L3697,강천산계곡,063-650-1533,계곡,M12,전북 순창군 팔덕면 청계리
L3698,강천산군립공원,063-650-1672,군립공원,M12,전라북도 순창군 팔덕면 강천산길 270 일대
L3699,구장군폭포,NULL,폭포,M12,전북 순창군 팔덕면 청계리
L3700,병풍폭포,063-650-1672,폭포,M12,전라북도 순창군 팔덕면 청계리 996
L3701,산동리 남근석,063-650-1623,유적지,M12,전라북도 순창군 팔덕면 팔왕길 77
L3702,창덕리 남근석,063-650-1623,유적지,M12,전라북도 순창군 팔덕면 창덕로 팔덕면
L3703,섬진강,NULL,강,M12,전북 순창군 풍산면 대가리
L3704,향가유원지,063-650-1632,유원지,M12,전라북도 순창군 풍산면 향가로 574-7 풍산면 향가마을회관
L3705,순천향교,061-749-6798,유적지,N03,전라남도 순천시 향교길 60 금곡동
L3706,용강서원,061-749-6798,유적지,N03,전라남도 순천시 공마당1길 64 금곡동
L3707,국립 낙안민속자연휴양림,061-754-4400,자연휴양림,N03,전라남도 순천시 낙안면 민속마을길 1600
L3708,금둔사,061-755-3809,사찰,N03,전라남도 순천시 낙안면 조정래길 1000 낙안면
L3709,금전산,061-749-8742,산,N03,전라남도 순천시 낙안면 상송리 일대
L3710,낙안온천,061-753-0035,온천,N03,전라남도 순천시 낙안면 조정래길 933 낙안면
L3711,낙안향교,061-749-5501,유적지,N03,전라남도 순천시 낙안면 교촌길 59 낙안면
L3712,순천 낙안읍성,061-7498-8313,민속마을,N03,전라남도 순천시 낙안면 충민길 30 낙안면
L3713,순천만 용산전망대S자 물길,061-749-6052,기념탑/전망대,N03,전라남도 순천시 순천만길 513-25 대대동
L3714,순천만습지 구| 순천만자연생태공원,061-749-6052,자연생태관광지,N03,전라남도 순천시 순천만길 513-25 대대동
L3715,송천서원,061-749-6798,유적지,N03,전라남도 순천시 별량면 송천1길 59 별량면
L3716,순천만 화포포구,061-749-5501,항구/포구,N03,전라남도 순천시 별량면 학산리 화포마을앞화포해변| 대대동 162-2번지순천만
